Text,Parsed
"GS enko view of GS, PF Box size = 5 showing potential to break to 175  ","[['GS enko', 'PERSON'], ['GS', 'ORG'], ['5', 'CARDINAL'], ['175', 'CARDINAL']]"
"NVDA enko view showing red and dead, need 14 or more for a long & less than 13 for a short  ","[['NVDA', 'ORG'], ['enko', 'PERSON'], ['14', 'CARDINAL']]"
"CSX enko view, PF Box size = 1,  VEY bullish above 21, coal stocks confirming move on rails.  ","[['CSX', 'ORG'], ['1', 'CARDINAL'], ['VEY', 'ORG'], ['21', 'CARDINAL']]"
GOOG And on enko w/ a PF Box size of 50 it looks like a failed breakout  ,"[['enko', 'PERSON'], ['50', 'CARDINAL']]"
user At 155 for GS but very bullish on fins as rates are low = The FED Put!,"[['155', 'CARDINAL'], ['GS', 'ORG'], ['FED', 'ORG']]"
user ZNGA I use lagging indicators on lagging stocks ;),[]
"GOOG, I like it with a close above 744.96","[['GOOG', 'ORG'], ['744.96', 'CARDINAL']]"
FS b/o above bull flag on heavy vol. etest of support today on light vol. 41% short float  ,"[['FS b/o', 'ORG'], ['etest', 'PERSON'], ['today', 'DATE'], ['41%', 'PERCENT']]"
MSFT gap close. Continues base. SI rising. Nice : pickup w/ stop below major support & 28.22 PT.  ,"[['28.22', 'CARDINAL']]"
Financials continue ripping. Easy money. C approaching 43 PT  ,"[['43', 'CARDINAL']]"
VS follow throughs. 10 DMA crossing above 200 DMA. Trading above all MA's. Great setup  ,"[['10', 'CARDINAL'], ['200', 'CARDINAL'], ['MA', 'ORG']]"
"user BAC Yeah ... they made the easy profits by slashing jobs, now they have to close win-win sales.",[]
New buys today from watch list all did well  NX 20% SONS YEP  BCEI  GDP  AY and SQNM Total triggers this week 39 - a big week,"[['today', 'DATE'], ['NX 20%', 'PERCENT'], ['this week', 'DATE'], ['39 - a', 'CARDINAL']]"
"SBX  #SI #EarthThis is the kind of stuff that makes us perk up (so sorry!).but, go on...bullish five waves to 58.    ","[['SBX', 'ORG'], ['EarthThis', 'PERSON'], ['sorry!).but', 'ORG'], ['five', 'CARDINAL'], ['58', 'CARDINAL']]"
"Can you say no brainier? ong SBAC stock, 60/80 Feb collar for protection...  ","[['60/80', 'CARDINAL']]"
Anyone can say how much svu would go even if the deal goes through? 4? 5? Not sure if much upside left.,[]
NVDA the bounce continues and the stock has now cleared its 200SMA and the 13 level. ong   ,"[['NVDA', 'ORG'], ['200SMA', 'CARDINAL'], ['13', 'CARDINAL'], ['ong', 'ORG']]"
AXTI Momentum picking up w/ MACD climbing/SI rising.OBV indicator made a new higher high this week  ,"[['AXTI Momentum', 'ORG'], ['OBV', 'ORG'], ['this week', 'DATE']]"
GDOT OBV is moving upwards which means that big money is moving into the stock slowly. ong  ,"[['ong', 'ORG']]"
aapl daily (see notes)  ,"[['aapl daily', 'ORG']]"
AMZN daily (see notes)  ,"[['AMZN', 'ORG']]"
C daily (see notes)   ,[]
"EGOV long 16.62 strong above all MA's, resting/basing, room to upper bolly to absorb 10/20 day atr  ","[['EGOV', 'ORG'], ['16.62', 'CARDINAL'], ['MA', 'ORG'], ['bolly', 'FAC'], ['10/20 day', 'DATE']]"
AA Fibs   Friends   ,"[['AA Fibs   Friends', 'ORG']]"
TSA: Judge Dismisses Massachusetts State Automobile Dealers Association awsuit -  ,"[['TSA', 'ORG'], ['Massachusetts State Automobile Dealers Association', 'ORG']]"
BAC up trending doesn't appear to slow down as of yet. It's prudent to take some profit at time.  ,[]
"FE - looks like it fired a sell signal Friday, may trade this short on tick below Friday low - have to do more work on utilities later...","[['Friday', 'DATE'], ['Friday', 'DATE']]"
coh also got rejected by cloud but still in slight uptrend for past few. buy when it enters cloud  ,"[['coh', 'ORG']]"
yum looks good here out of cloud with stops of either 200 sma or cloud under it. target of 50 sma  ,"[['200', 'CARDINAL'], ['50', 'CARDINAL']]"
EQIX EXPE FB GS HOG MON PII QCOM QIH SODA Some ideas for next week.  Favorite setup is EQIX  ,"[['HOG MON', 'PRODUCT'], ['next week', 'DATE']]"
"EQIX No position, would like to see a breakout over 216.50. Prefer more consolidation though  ","[['216.50', 'CARDINAL']]"
Time for a contraction in AAP.down to test 500 this week by Weds.long Jan11th 510/500 put spread  ,"[['500', 'CARDINAL'], ['this week', 'DATE'], ['Weds.long Jan11th', 'LOC']]"
AAP Bounce Coming?   ,[]
FS en fuego!!   ,"[['FS', 'ORG']]"
AXA Over-Sold in Oscillating ange....indicators suggest buy price holds above prev close + increase in volume.,"[['AXA Over-Sold', 'ORG']]"
A few I'm not holding but will check out. user: Bullish MACD cross: BBG COP ENI EOG JEC IG SFY XE XOP,"[['BBG COP ENI EOG JEC IG', 'ORG'], ['XE XOP', 'PERSON']]"
"JDS beautiful trend, 13.5 should bring out the dip buyers","[['JDS', 'PERSON'], ['13.5', 'CARDINAL']]"
ko has trouble staying above 200 day sma past few weeks. could short here or higher stops above 38  ,"[['ko', 'PERSON'], ['200 day', 'DATE'], ['sma past few weeks', 'DATE'], ['38', 'CARDINAL']]"
mako a red day monday breaks support and could test old lows of 9-9.25  ,"[['mako', 'ORG'], ['a red day', 'DATE'], ['monday', 'DATE'], ['9-9.25', 'CARDINAL']]"
After-hour Most Advanced: OPT MAKO FOD GNMK JDS EGE AMN PX AAY DDD SV PM BKS F,"[['JDS EGE', 'PERSON'], ['PX', 'ORG']]"
GOOG with simple Fibonacci projections on close over 739. 127.2% at 766 and 161.8% at 802  ,"[['GOOG', 'ORG'], ['Fibonacci', 'PERSON'], ['739', 'CARDINAL'], ['127.2%', 'PERCENT'], ['766', 'CARDINAL'], ['161.8%', 'PERCENT'], ['802', 'CARDINAL']]"
Why I am buying AAP on Monday -  ,"[['AAP', 'ORG'], ['Monday', 'DATE']]"
user: AMZN over 263 has a Measured Move to 307  ,"[['AMZN', 'ORG'], ['263', 'CARDINAL'], ['307', 'CARDINAL']]"
user The INO pipeline and the partnerships with the ni's and MK--that pretty much sums it up...,"[['INO', 'FAC'], ['ni', 'ORG'], ['MK', 'ORG']]"
"AMZN the data company, not the retailer.  A new post by me.   ","[['AMZN', 'ORG']]"
Trading environment favors long side. Don't over stay welcome. Too few quality leaders. GS AMH OCN EGN HOV AAP  ,"[['GS AMH OCN EGN HOV AAP', 'ORG']]"
AAP what an amazing run it has been since 2005. I don't think it's over.   ,"[['AAP', 'ORG'], ['2005', 'DATE']]"
A Tale of Two Stocks  AAP GOOG SPY QQQ,"[['A Tale of Two Stocks', 'WORK_OF_ART']]"
F Ford's Powerful Bullish Pattern Dictates Price Direction  ,"[[""F Ford's"", 'PERSON'], ['Powerful Bullish Pattern Dictates Price Direction', 'ORG']]"
DT - Descending triangle. ower highs. Didn't participate well in the rally & it's overbought.   ,"[[""the rally & it's"", 'ORG']]"
CVA Over 19.00  ,"[['CVA', 'ORG'], ['19.00', 'CARDINAL']]"
MCK  Over 100.05 -   ,"[['MCK', 'ORG'], ['100.05', 'CARDINAL']]"
VMED you know we prefer 3-4 day pullback to reverse so maybe Mon or Tuesday on flag break or at sup  ,"[['3-4 day', 'DATE'], ['Tuesday', 'DATE']]"
"Just kidding, more legible version. Currently long FS (tweeted on friday)  ","[['FS', 'ORG'], ['friday', 'DATE']]"
Ford will perform well due to Hurricane Sandy's destruction. F Palladium will do well PA Banks are a buy picks are BAC C SAN GS,"[['Ford', 'ORG'], [""Hurricane Sandy's"", 'EVENT'], ['F Palladium', 'ORG'], ['PA Banks', 'ORG'], ['BAC C SAN GS', 'ORG']]"
GS is a buy on pullback to 133 or on bigger pullback to 130.,"[['GS', 'ORG'], ['133', 'CARDINAL'], ['130', 'CARDINAL']]"
CEG keep it on you watch list.,"[['CEG', 'ORG']]"
I wish TV would die already like all the Newspapers told me  CBS ftw!,"[['Newspapers', 'ORG'], ['CBS ftw', 'ORG']]"
I think AAP is heading back down to check in on 506 support again,"[['AAP', 'ORG'], ['506', 'CARDINAL']]"
AMZN but but but.....yap yap yap,"[['AMZN', 'ORG'], ['yap yap yap', 'PERSON']]"
SNDK pattern looking more interesting. Can it successfully break into the gap this time around?  ,[]
"#AMZN at all-time highs pre-market , aapl still plunging.  should be an interesting trading day!","[['AMZN', 'ORG']]"
See risk to ES_F 1442.00-1423.75 as bearish momentum divergences resolve SPX SPY #stocks.   ,"[['1442.00', 'CARDINAL']]"
user: ONXX strong price & vol expansion friday. possibly looking for higher prices  > another biotech with 2 levels,"[['ONXX', 'ORG'], ['friday', 'DATE'], ['2', 'CARDINAL']]"
ZNGA Momentum building to the upside.? On watch.,"[['ZNGA Momentum', 'ORG']]"
ES from watch list also fast move today  volume of 77% ave full day as usually tiny volume  ,"[['today', 'DATE'], ['77%', 'PERCENT'], ['full day', 'DATE']]"
TWI like this long 24% short...  ,"[['TWI', 'ORG'], ['24%', 'PERCENT']]"
"Green Weekly Triangle on HEO,....pdating  ","[['Green Weekly Triangle', 'ORG'], ['HEO,', 'ORG']]"
EOG - 60 min pullback to breakout - watching 1/2 position    ,"[['1/2', 'CARDINAL']]"
KCG to 3.75?,"[['KCG', 'ORG'], ['3.75', 'CARDINAL']]"
ZCS almost hit my stop loss...glad to see it heading back up,"[['ZCS', 'ORG']]"
AAP closed my short for some nice gains.,"[['AAP', 'ORG']]"
"V beautiful uptrend since June '12. Never once broke higher high, higher low trend  ","[[""June '12"", 'DATE']]"
The most awesome AAP trendline ever. Since 1986!!   ,"[['AAP', 'ORG'], ['1986', 'DATE']]"
"DDD - ong  27.95. Trailing Stop  42.35 from 7 prior Stops of 41.70, 39.03, 36.53, 32.35, 27.95, 25.44 and 22.93 -  ","[['DDD - ong', 'ORG'], ['27.95', 'CARDINAL'], ['42.35', 'MONEY'], ['7', 'CARDINAL'], ['41.70', 'CARDINAL'], ['39.03', 'CARDINAL'], ['36.53', 'CARDINAL'], ['32.35', 'CARDINAL'], ['27.95', 'CARDINAL'], ['25.44', 'CARDINAL'], ['22.93', 'CARDINAL']]"
NX was largest watch list gainer new buy on Friday and biggest mover today so protect gains  ,"[['Friday', 'DATE'], ['today', 'DATE']]"
"Green Weekly Triangle on KTOS,....pdating  ","[['Green Weekly Triangle', 'ORG']]"
ak corrected me - PPHM  largest watch list gainer today - though it gapped up big on open   ,"[['today', 'DATE']]"
AAP positive close above 530 today is bullish. I'll be looking for possible ONG set up.,"[['AAP', 'ORG'], ['530', 'CARDINAL'], ['ONG', 'ORG']]"
CEG possible ONG today if you want to play the JPMOGAN BIOtech conference.,"[['CEG', 'ORG'], ['ONG', 'ORG'], ['today', 'DATE'], ['BIOtech', 'ORG']]"
"FME: ong  10.25. Trailing Stop  13.75 from 8 prior Stops of 12.29, 11.50, 10.97, 10.63, 10.36, ... 9.64 & 9.03 -  ","[['FME', 'ORG'], ['ong', 'ORG'], ['10.25', 'CARDINAL'], ['13.75', 'CARDINAL'], ['8', 'CARDINAL'], ['12.29', 'CARDINAL'], ['11.50', 'CARDINAL'], ['10.97', 'CARDINAL'], ['10.63', 'CARDINAL'], ['10.36', 'CARDINAL'], ['9.03', 'CARDINAL']]"
I showed this MA on Friday with the upside orange dot traget at 517+ hit that this morn now red dot  ,"[['MA', 'ORG'], ['Friday', 'DATE'], ['the upside orange dot traget', 'ORG'], ['517+', 'MONEY']]"
TO triggered above 34. First target 34.55-.90,"[['34', 'CARDINAL'], ['First', 'ORDINAL'], ['34.55-.90', 'CARDINAL']]"
SXC - breaking above key downward channel level. ikely to move much higher from here.  ,"[['ikely', 'ORG']]"
"must follow the young man user: AMZN the data company, not the retailer.  A new post by me.   ","[['AMZN', 'ORG']]"
PG short back on,[]
OVTI downgrade on Sept 7th 16.77 after Q1 looking good. next filing Q3 end of feb.  ,"[['OVTI', 'ORG'], ['Sept 7th 16.77', 'DATE'], ['Q3 end of feb', 'DATE']]"
VS option trader sells 26k of the 47.25 - 52.25 call spreads in March. Big bet that stock will be below 47.25 by March expiry,"[['26k', 'CARDINAL'], ['47.25', 'CARDINAL'], ['March', 'DATE'], ['47.25', 'CARDINAL'], ['March expiry', 'DATE']]"
"AA option traders bet on bad earnings selling 6,200 Jan 9C and buying 3,200 Jan 9P. Could be hedge on stock. Both trades against low OI","[['6,200', 'CARDINAL'], ['3,200', 'CARDINAL']]"
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,"[['SKX', 'ORG'], ['60million', 'CARDINAL'], ['80million', 'CARDINAL'], ['Q3 2011', 'DATE']]"
SKX 9 mos. 2012 operational cash flow negative 20 million. 95 million decline vs. 9mos 2011,"[['SKX', 'ORG'], ['9', 'CARDINAL'], ['mos', 'ORG'], ['2012', 'DATE'], ['20 million', 'CARDINAL'], ['95 million', 'CARDINAL'], ['9mos 2011', 'DATE']]"
"ed Weekly Triangle on SNSS,.....pdating  ","[['Weekly Triangle', 'ORG']]"
BAC avrg 12.127 ,"[['BAC', 'ORG'], ['avrg 12.127', 'PERSON']]"
First trade coming back from vacation. HOT short at 59.80. Stop at 60.30,"[['First', 'ORDINAL'], ['59.80', 'CARDINAL'], ['60.30', 'CARDINAL']]"
"Green Weekly Triangle on SCC,....pdating  ","[['Green Weekly Triangle', 'ORG']]"
PODD breaking out to new 52wk highs from a decent base  ,"[['52wk', 'DATE']]"
3 horsemen of high beta momo chase FS GMC NFX being slammed a bit here : advanced tell that the new year party is over for the mrkt ?,"[['3', 'CARDINAL'], ['FS GMC NFX', 'PRODUCT'], ['year', 'DATE']]"
PNA looks like a solid set up,"[['PNA', 'ORG']]"
Names to buy on pullbacks GS CEG FB F,"[['GS CEG FB', 'PRODUCT']]"
BA for a flush down,[]
"Amazon Breaks 1,600 (adjusting for the splits)  via user AMZN","[['Amazon', 'ORG'], ['1,600', 'CARDINAL'], ['AMZN', 'ORG']]"
"Financials XF have been driving this mkt higher, today they are weak-ish (except for JPM) for 1st time in while, little red flag 1...","[['mkt', 'ORG'], ['today', 'DATE'], ['JPM', 'ORG'], ['1st', 'ORDINAL'], ['1', 'CARDINAL']]"
on our ive Broadcast we got this long signal on PCN and covered discount buy-in ! needs push  ,"[['PCN', 'ORG']]"
"AMZN VOME is a go, big boys grabbing some stocks. Higher prices to come.","[['AMZN VOME', 'ORG']]"
TWI at highs not seen since September  ,"[['TWI', 'ORG'], ['September', 'DATE']]"
"user won gold in our 2011 stock contest w V,  won silver in 2012 w TKC. Will his DDAIF call win in 2013?  ","[['2011', 'DATE'], ['2012', 'DATE'], ['TKC', 'ORG'], ['DDAIF', 'PERSON'], ['2013', 'DATE']]"
AMZN FB your pick for higher prices this week. Both breaking out with considerable volume.,"[['AMZN FB', 'ORG'], ['this week', 'DATE']]"
Eceryone wants a piece of PCN gorwth and magic...stakes are so high...innovation so fast and marketing stakes high  ,"[['PCN gorwth', 'ORG']]"
"user scheplick It's easy to short AMZN - buy an iPad Mini, a tax prep book at Borders and some ackspace time.;-)","[['AMZN', 'ORG'], ['iPad Mini', 'ORG'], ['Borders', 'ORG']]"
Might open a position on S today. Cup and handle can make this one fly to 7-7.5 quickly.,"[['today', 'DATE'], ['7-7.5', 'CARDINAL']]"
"CS, KOS positive.... nice reversal in KOS","[['KOS', 'ORG'], ['KOS', 'ORG']]"
AXP trying to make a move too. Getting interesting.,"[['AXP', 'ORG']]"
MA a strong follow thru day after breaking out to new highs last Friday - confirmation is solid  ,"[['MA', 'ORG'], ['day', 'DATE'], ['last Friday', 'DATE']]"
"V new highs, looking for higher prices from here  ",[]
CEG a strong breakout to new highs today on 2x the daily avg. volume. ooks good for more upside  ,"[['today', 'DATE'], ['daily', 'DATE'], ['ooks', 'ORG']]"
WETF cheap financial stock that is trying to b/o. Would like to see a pullback/consolidation first  ,"[['first', 'ORDINAL']]"
"NFX shorts should be paranoid on every close as a buyout will come 1 night from aapl, msft, goog, amzn, etc.  dominate webtv long nflx","[['NFX', 'ORG'], ['1 night', 'TIME'], ['nflx', 'ORG']]"
"As in the last 3 sessions, last hour buyers are back, more money need to be put to work... money flows... SPY TT ES_F","[['3', 'CARDINAL'], ['last hour', 'TIME']]"
"user The stock isn't telling us anything new, but the trend is saying a lot. This E is AAP's most anticipated in years.","[['AAP', 'ORG'], ['years', 'DATE']]"
All of the above: rax setting up again  spy,[]
PCN - long entry  ,"[['PCN', 'PERSON']]"
"Green Weekly Triangle on AMPE,....Sell Short at 4.15  ","[['Green Weekly Triangle', 'ORG'], ['4.15', 'CARDINAL']]"
"Green Weekly & Monthly Triangle on FWS,....pdating to Monthly  ","[['Green Weekly & Monthly Triangle', 'ORG'], ['FWS,', 'ORG'], ['Monthly', 'DATE']]"
"user are you saying ZAGG will up another 23%, how?","[['ZAGG', 'PERSON'], ['another 23%', 'PERCENT']]"
"Green Weekly & Monthly Triangle on PAB,....pdating  ","[['Green Weekly & Monthly Triangle', 'ORG']]"
744.96 IS A great level for a close on GOOG,"[['744.96', 'CARDINAL'], ['GOOG', 'LOC']]"
"AAP short-term outlook. 3 possible scenarios, 2 of them are bullish  ","[['AAP', 'ORG'], ['3', 'CARDINAL'], ['2', 'CARDINAL']]"
Barclays upside case for CSOD is a year end price target of 46.  Based on 8x cy'14 revenues and 10% upside to estimates. Quite achievable!,"[['Barclays', 'ORG'], ['a year end', 'DATE'], ['46', 'CARDINAL'], ['8x', 'CARDINAL'], ['10%', 'PERCENT']]"
CTXS (conservative swing) once again bouncing nicely off support (w/volume)  MCP (aggressive swing) however strong probability.,"[['CTXS', 'ORG'], ['MCP', 'ORG']]"
user: AMZN it's time for this bird to fly south!  ,"[['AMZN', 'ORG']]"
"VVS Technicals are positive for a continued climb. SI, OBV and MACD all look good to me  ","[['VVS Technicals', 'ORG'], ['OBV', 'ORG']]"
"AKX b/out 13.78, like the base action under spot & declining vol, ripe for pop  ","[['AKX', 'ORG'], ['13.78', 'CARDINAL']]"
"HAO b/out 7.20, price was rejected at 7.19 today, also high on 12/21  ","[['HAO', 'ORG'], ['7.20', 'CARDINAL'], ['7.19', 'CARDINAL'], ['today', 'DATE'], ['12/21', 'CARDINAL']]"
"HWAY b/out 11.08, nice base under the spot  ","[['11.08', 'CARDINAL']]"
yum down premarket through the cloud but has support at about 62.75   ,"[['about 62.75', 'CARDINAL']]"
"Multi-day downswing in ES_F favored, see demand zone at 1442.00-1423.75 SPX SPY #stocks.   ","[['1442.00', 'CARDINAL']]"
"MON - not making sales here - we will be buyers of weakness, looks like game on for a while...","[['MON', 'ORG']]"
FIN 9mos Operational cash flow declines 15million vs. prior yr first 9mos.  198% decline,"[['FIN 9mos', 'ORG'], ['15million', 'CARDINAL'], ['prior yr first 9mos', 'DATE'], ['198%', 'PERCENT']]"
AYI Q1 Operational Cash Flow turns Negative,[]
AYI 1st negative operational cash flow quarter since quarter Novemebr 2008,"[['AYI', 'ORG'], ['1st', 'DATE'], ['quarter', 'DATE'], ['quarter', 'CARDINAL'], ['Novemebr 2008', 'EVENT']]"
AYI 2013 Q1 operational Cash flow negative 14.5 million. decline of 41 million vs. Q1 2012.  152% decline,"[['2013', 'DATE'], ['negative 14.5 million', 'CARDINAL'], ['41 million', 'CARDINAL'], ['Q1 2012', 'DATE'], ['152%', 'PERCENT']]"
my 526.20 bid not hit in aapl so i am expecting at least a move to 540 today :),"[['526.20', 'CARDINAL'], ['540', 'CARDINAL'], ['today', 'DATE']]"
"MON 2013 Q1 operational cash flow 1.569 billion,  a 459 million increase vs 2012 Q1.  41% increase","[['MON', 'ORG'], ['2013', 'DATE'], ['1.569 billion', 'CARDINAL'], ['459 million', 'CARDINAL'], ['2012 Q1', 'DATE'], ['41%', 'PERCENT']]"
fio nothing but air under stock until 17.70-17.80  ,"[['fio', 'GPE'], ['17.70', 'CARDINAL']]"
"AAP daily fade in motion again, people that want to be out are still at work...","[['AAP', 'ORG'], ['daily', 'DATE']]"
I shorted NFX here with a 1.00 stop.,"[['NFX', 'PERSON'], ['1.00', 'CARDINAL']]"
CTIC got long,"[['CTIC', 'ORG']]"
Catch up user: Hot inks is totally off the hook this morning - so many great reads  AAP MACO,"[['this morning', 'TIME'], ['AAP', 'ORG'], ['MACO', 'PRODUCT']]"
IHS year end operational cash flow declined 27 million vs. 2011. an  8.19% decline,"[['IHS year end', 'ORG'], ['27 million', 'CARDINAL'], ['2011', 'DATE'], ['8.19%', 'PERCENT']]"
