Text,Target,Predicted
AAP lower highs and lower lows intraday...where is big near term support?,1,0
"Sensex Plunges Over 2,700 Points, Nifty Hits 7,950 As Coronavirus-Led Lockdowns Hurt Global Markets: 10 Things To K… https://t.co/F2DQAD99A3",1,1
WEN in 5.65,0,0
AAP Bearish MACD Crossover,1,1
FAN worse and worse in premarket trading even if it's on low volume,1,1
"BAC Out  12.82 Not being Greedy, Will wait for a pullback or another day to reenter.",0,0
BAC ally will resume after Fed minutes digested IMHO.,0,0
"The new wightwatchers ads are more fun and light and with regular people more interesting, but I still dont trust them WTW (no position)",1,0
"The coronavirus pandemic may, like the Great Depression, foster structural government policy change that outlasts tâ€¦ https://t.co/nKY300dksw",1,1
wait to you see what they do w/schools in 2013 user: The JMBA airport locations are generally packed. Good news user,0,0
Not even drugstore chains can tell investors what the future looks like. Investors of all sorts should take notice. https://t.co/lnIboF2atR,1,0
going to full position in M,0,0
SC stericycle  working on an daily breakout! SPX SPY NDX  QQQ  ,0,0
GOOG may roll over here,1,1
"holding 4 positions overnight: AAP and GD calls, CHK GD shares",0,0
AAP #4 is not used in S. Korea because it means DEATH.  so 444 is kinda like 666 in korean,1,1
"DCTH nice flag, like it over 1.92",0,0
Student Debt: A Trillion Dollar Bubble -  SM NNI,1,1
VXY Buy SPW 15.75 target near term solars new squeeze zone. VXY to 0.,1,0
CEE shorting more 43.76 avg me to short at 43.73,1,1
H Closed below daily T.   ,1,1
BAC Don't forget OPEX is Friday (3rd Friday of month) So we will see below 12.00 for OPEX IMHO!,1,1
NFX taking out the high of it's ight Shoulder. Why you don't anticipate.,1,1
APP Eric Beder at Brean Capital launches on APP: An nsinkable Brand: Initiating Coverage of APP with a Buy ating & 2 PT ,0,0
SWY Option Bears buy puts betting 500k on over 10% down move  ,1,0
"State Bank Of India To Buy Rs 7,250-Crore Yes Bank Shares
https://t.co/ch0ofBg0oS",0,0
user: user GOOG how do you know GOOG is going to 700 ? Can you share that reasoning with us? he is a George Castanza,1,1
"user in a bullish you sell always, no buy; in a bearish market you buy no sell NX",1,1
I totally helped  beat revenues...i do and I do and I do ...but yoga bores me and western world will bore of it as well #doritos,1,0
AMZN Has Post-Earnings eversal  ,1,0
"FOD cover at 3.93,....net profit 1,571.00,...ugly triangle, no more with FOD",1,1
OPEN table over line form watch list - vol just 7% of ave full day   ,0,0
SSYS maybe too few shares outstanding to short.. but ....11 million in operational cash flow ttm and trading at 1.9 bil mkt cap,1,1
NFX If it breaks down below 178.23 w volume it may retreat to support at 160. Short-term bearish  ,1,1
"user: AAP GOOG etail - dont get stuck holding google bag like you did aapl, google a sucker high here 1/10 the vol=  fast fall",1,1
BBY made a nice cup now goes to the right a bit and little lower - patience as with AAP it drops below 400 this goes to 20 - BET YA,0,1
GEVO 2.25 Target Short un Price Action.,0,1
SHD Eddie ampert is a 1 trick pony...,1,0
ANY still not done?,0,1
"Crude Prices To Continue To Fall In Coming Weeks, Historic Deal Insufficient: Goldman Sachs
https://t.co/tSM4X3B6WW",1,1
EW Went long on EW at 93.15. ooks like it is ready to make a move to 98 w/breakout of consolidation  ,0,0
GD SV NGT ABX FCX NEM - Goldman Sachs cuts forecast for gold prices in 2013 and 2014,1,1
MCO out the last 1/2 from this morning +1.00  30 min opening range,0,0
VHC has formed a symmetrical triangle. Breakout point is 35.5. MACD is bullish and SI is above 60  ,0,0
"Yesterday's 2-day long play SFD is now up 11%, but can be held for an extended play if it holds 25.15",0,0
"Historically bad U.S. retail and industrial data for March mean April will be worse, digging a deep hole for the ecâ€¦ https://t.co/1ymzmELEyR",1,1
RT @AmrithRamkumar: Just a staggering increase in oil inventories recently. @sarahtoy17 explains why the trend could push some prices belowâ€¦,1,0
Appleâ€™s new iPhone SE offers a cheaper entry into the ecosystem that the company needs to grow. https://t.co/1uB2tpY4ng,0,0
Milwaukee's CAT to lay off 300 employees in So. Mke branch  ,1,1
"user: AAP Does TC look like a B**CH? Then why did you try to short him like one?  Funny, but he sort of does.. IMHO",0,1
"AAP has only historically released a significant new product every 2-3 yrs. iPod 11/10/01, iPhone 6/29/07, iPad 4/3/10, iPad mini 10/23/12",0,0
"BVSN on the fence, if it goes under, it will be a nice short. with a 1 dollar roll possibility. Target 9.30.",1,1
"user: user Compelling enough for me to join you 64.71>>TY! Filled short at 64.7615, glad to see you're in as well ;0) COG",1,1
#hammer + #wedge worked out from last week Y HOV TO PHM ITB XHB etc  ,0,0
"PAY Barron's Blog: Verifone Plunges 25%: Warns FYQ1, Q2 To Miss by a Mile - Disclosure Short PAY",1,1
Short WAG  40.23,1,1
looking for FCX to hold support above 30  ,0,0
AMZN how low will it go?,1,1
ODP is hanging on for dear life...,1,1
FSC goes ex-dividend tomorrow paying monthly 0.0958 per share with next payment on Jan. 31st with 10.60% yield,0,0
"Gold Demand Could Hit 3-Decade Low As COVID-19 Lockdown Hits Festivals, Weddings
https://t.co/0d9fAlSZWt",1,1
COMPQ SPX IND AIG KFT AEP  Futures traded in red with an eye on the G-20   ,1,1
SPW I love these bankrupt solar companies on momo pumps FS TS CSIQ,1,0
OY O'eilly Automotive Inc. option traders making big downside bets selling 27k calls buying 17k puts  ,1,0
Bloomberg : Morgan Stanley's ist of Companies with Higher Odds of a Takeover Offer  FS is a TAKEOVE candidate !!!!,0,0
"Somehow this reminds me of TGT, JCP #Ackman at least did not buy call options on JCP, still in big trouble, fund redemptions coming imho",1,1
Massive sell off AAP. GEAT,1,0
"DPZ a five bagger in pizza, no carbs, if you own domino's stock since 2010...' the markets are magical '",0,0
Market Wrap Video + Additions to Watch ist  including: CAH CMI HA KAC NFX,0,0
"user:  Are they morons? They wait until it goes higher? Same reason ppl not buy AAP  these prices, co strong lots of profit?",0,0
"The new wightwatchers ads are more fun and light and with regular people more interesting, but I still dont trust them WTW (no position)",1,0
user: BAC accidentally bought the dip ->Now Close r Eyes Till end of March ;-) Or buy more on EOD Should Close 11.95 12.00 Opex,1,1
"Crude Oil Hits 18-Year Low Amid Coronavirus-Fuelled Demand Slump
https://t.co/fvsloy6ewl",1,1
AAP hit resistance yesterday and continues to roll over - holding short currently  ,1,1
"ETN looks solid right now to continue higher over 63.50. Building CCI and MACD. Tgt 65, 68 user  ",0,0
user: DOV weekly.  Going higher  - bot into close eod yest unit cost 4.15 see we get a gapper today,0,0
"Sensex, Nifty Turn Positive Amid Choppy Trade As Coronavirus Fears Linger
https://t.co/HX0T49Fphj",0,1
"Heard on the Street: Allowing foreign central banks to access the Fedâ€™s repo facilities is effectively cost-free, bâ€¦ https://t.co/KDeHcUVL3C",1,1
What are you thinking on a GOOG entry? A close above 765 or 776 ?,0,0
All of the above: gme Gamestop short targets  spy,1,0
drugs are back...lance is gone user: arge-cap Health is doing well. Both PFE and JNJ hit new 52-week highs this morning.,0,0
user nobullshytrader I will post a update soon SNSS,0,1
ovti ttm ending Oct 2012 Negative 151 million operational cash flow.. 273% decline vs yoy ttm ending oct 2011,1,1
yhoo Business Insider post about yhoo out this afternoon. would be beautiful if aapl met with Marissa,0,1
DECK short 38.10 bear flag working,1,1
"Sensex, Nifty Turn Negative Amid Choppy Trade
https://t.co/LixWSV5w6b",1,0
SHD Eddie ampert is a 1 trick pony...,1,0
"MTG those trapped in here should actually be thankful the company diluted on everyone, otherwise it'd be back down to 2 lol",1,1
"Google Closes The Book On eader, Announces July 1 Sunset  GOOG Personally quite disappointed to see this service go!",1,0
"WAG should be a good stock winner, because it is turning into a horrible company for its employees!",1,1
not normal - it looks like a set up for major one way or another - G AAP,0,0
user why make a BBY offer now when he can shave 4 more off offer price? Bid went from 24-26 to just 20 in a matter of months.,1,1
"U.S. economy is in a contraction, says Larry Kudlow, adding that it could reopen in four to eight weeks https://t.co/tgwRWgau7k",0,1
user: AAP I am sure we all have our equivalent Mercedes size loss somewhere in our career i'm down 1 or 2 till it comes back!,0,1
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,0,1
V going into full breakdown mode,1,1
DE considering buying some put options...,1,1
EA if price doesn't hold above 9SMA then 16.71 is the next support.   ,0,0
BAC ot of Big Sellers on 2 New OD again 12.12 Expect a big sell-of   EOD,1,0
short CAT,1,1
VXY Buy SPW 15.75 target near term solars new squeeze zone. VXY to 0.,1,0
"Trading Stops For 45 Minutes As Markets Slide 10% Amid Global Selloff
https://t.co/I4qQQaYStv",1,1
PCN bull flag & pennant?  from  ,0,1
user You're Wrong I was long BAC till Yesterday. I think you are falling in love with Stock instead of making  ;-),1,1
"Factory Output Grows 4.5% In February, Beats Analysts' Expectations
https://t.co/8mNepboufG",0,0
"While the new $350 billion Paycheck Protection Program is aimed at businesses with 500 or fewer employees, big restâ€¦ https://t.co/F3O0m3u3J8",1,1
Very bullish on market  also talked trends for SCTY OST ANGI FIO  PANW A JCP P YEP MNST GPN on show.,0,0
I shorted NFX here with a 1.00 stop.,1,1
"Crude Oil Falls For Third Straight Day, Set For Worst Week Since 1991
https://t.co/nuI9IPLpUb",1,1
Swing Trade Quick Pick: Alexion Pharmaceuticals AXN   ,1,0
AJ starting to really move; moving stop up again  ,0,0
"Sensex opens over 550 points lower, Nifty starts day below 8,400 amid weakness in global markets over coronavirus… https://t.co/DDOb3WKi5S",1,1
"From the look of it ill be averaging down aapl around 380, there is no bottom around here.",1,1
GAE Jumped over 1st Target and hit 2nd Target took some profits upped stop  ,0,0
RT @AndrewScurria: 1st large oil-and-gas bankruptcy stemming from coronavirus/Saudi-Russia price war. Whiting Petroleum files for chapter 1â€¦,1,0
"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atteâ€¦ https://t.co/8uiVDNWl5b",1,1
"NFX Q3 2012 operational cash flow  was 150,000 vs. Q3 2011 of 49 million. 99% decline q over q",1,1
TES moving stop up again; been a huge winner  ,0,0
"India's Services Activity Hits 5-Month Low Amid Coronavirus Crisis: Survey
https://t.co/Urv0Rj5eyv",1,1
Keep an eye on this bull flag on VZ Over 45 would be buy trigger.   ,0,0
"MCP Performing as expected, so many red flag raised on that one over last few months, so many here could say I told you so...",1,1
"HPQ and here she comes back, if DE gets bought out HPQ will ocket!",0,0
XONE beat the expectations tomorrow will be a 3D day DDD SSYS,0,1
"Government To Borrow Rs 4.88 Lakh Crore In First Half Of Financial Year 2021
https://t.co/hki09Epg5v",1,1
"NTSP was the big winner in the #13for2013 this week, up 25% due to buy-out.  ",0,0
GS 140-142 feels about right to enter swing position.,0,0
Has anyone shorted KEX? What price?,1,0
"AAP ove it or hate it...gotta' admit, it's rarely boring! ;-)",0,0
YHOO volume is BIG. Closing above 20 today will give enough fire to make a new 52 week high later this week.,0,0
AXTI An ndervalued Stock.P/E of 15x with a PEG of just 0.65x.No debt and about 46 million of cash  ,0,0
RT @lizrhoffman: The first 3 Wall Street banks have been hired by the federal government to sort through the corona-aid muck. Theyâ€™re not wâ€¦,0,0
VNG Just bought this on a whim at 2.83 this AM... Wow. What a pick. ZNGA same thing will happen... hold on longs.,0,0
SHOT CAT  89.85,1,1
Why are more people not talking about this China News??? Big Deal Imo! AAP China intensifies attacks on Apple  ,1,1
CES watching for a move over 3.50,0,0
DN trying to push through 10.60,0,0
ONVO CIMT DDD SSYS XONE PCP PB IMO is a great ong Term plays into 3D sector and to find nice entry points on pullback Eye on VXX,0,0
ODP is hanging on for dear life...,1,1
NFX more off here,0,0
RT @ScottMAustin: Read this great story by @DanaMattioli and @SebasAHerrera about how Amazon didn't have a pandemic plan and is now strainiâ€¦,1,1
"user: in AAP 420p at 8.78 stop if it breaks 453 again // out at 11.75.  Figure, I make the best trade of the year on aapl worst",1,1
WFC - Nothing. Still watching for a buy signal. More here ->  ,0,0
Answers to questions from Wall Street Journal readers about how the temporary suspension of required minimum distriâ€¦ https://t.co/bXF5nAtUbB,0,0
GOOG tightening stop on rest - 803.2,1,1
B bearish,1,1
"MCP Performing as expected, so many red flag raised on that one over last few months, so many here could say I told you so...",1,1
user: AAP you know its a extremely bullish day in the market when apple is up 2% = 10 BIION!,0,0
AAP 20 minutes till Europe closes we will see if buyers :) over there or sellers :(,0,1
Full Analysis Blog Post from yesterday Watch That 50! (EMA) - AAP   ,1,1
"Tata Steel Europe To Cut 1,250 Jobs In Turnaround Push
https://t.co/vmGe4aFWg1",1,1
3 calls for 2day. SPY and GOOG makes new highs and GS goes above 149+. All came to fruition. Market has been kind 2 me.,0,0
"Gap-Up Opening Likely For Sensex, Nifty Today
https://t.co/Z1801WorBC",0,1
"Government May Act Out Of Fear, Hold Back In COVID Fight: Rajiv Bajaj
https://t.co/hJ0dxsJ0cR",1,1
AAP - 25% of short covered - blows that system would not route to NYSEACA before 0700 EST when offerd below 499,1,1
"Wipro profit at Rs 2,326 crore in January-March, drops over 5% from previous quarter",1,1
MTG don't be a bagholder!!!!,1,1
I need to liste to the little devil on my shoulder more often > In 1000 MTG  5.17 lord help me lol,0,0
user still holding those puts? :) MCP,1,1
"Green Daily Triangle on TC,....pdating ong and Short Position  ",1,1
"AMZN  Bearish Divergence, H&S, and 10EMA looking to possibly cross 21EMA. Might have to wait for SPY to top first",1,1
744.96 IS A great level for a close on GOOG,0,0
"CSX enko view, PF Box size = 1,  VEY bullish above 21, coal stocks confirming move on rails.  ",0,0
"ES,SPY  You wont here this on CNBC,,,real time assessment of jobs number mkt reactions...  ",1,1
