Text,Target,Predicted,Parsed
"BWD, stepping in short. I do not see the necessary volume to take this past 86.5. Set tight stops  ",-1,-1,"[('BWD', 'ORG'), ('this past', 'DATE'), ('86.5', 'CARDINAL')]"
opening momo watchlist: ATS DN KOG ZAZA ANA TSX SPT HAO MH GAE,1,1,"[('ATS DN KOG', 'ORG'), ('ZAZA ANA', 'ORG'), ('SPT HAO MH', 'PRODUCT'), ('GAE', 'ORG')]"
"Industrial Output Rises 2% In January
https://t.co/rmUQUI1HPd",1,1,
My hot money canary DDD and SSYS reversing lower...,-1,-1,"[('DDD', 'ORG'), ('SSYS', 'ORG')]"
MTG between yesterdays session and today's PM almost the entire float has been traded lol,-1,-1,"[('MTG', 'ORG'), ('today', 'DATE')]"
"NIS over 2,60 will run hard. ONG  ",1,1,"[('NIS', 'ORG'), ('2,60', 'PERSON'), ('ONG', 'ORG')]"
Time for a contraction in AAP.down to test 500 this week by Weds.long Jan11th 510/500 put spread  ,-1,1,"[('500', 'CARDINAL'), ('this week', 'DATE'), ('Weds.long Jan11th', 'LOC')]"
Watch DECK over 49.20.,1,1,"[('49.20', 'CARDINAL')]"
BlackRockâ€™s first-quarter profit fell 23% https://t.co/YLdaUS5Rbx,-1,1,"[('first-quarter', 'DATE'), ('23%', 'PERCENT')]"
AAP China news will Catch Fire this weekend just watch!,-1,-1,"[('AAP China', 'ORG'), ('Catch Fire', 'ORG'), ('this weekend', 'DATE')]"
not likin MSFT neg dvrgnce+hammer today goin into quadruple bottom. Still have some longs w/ stop  ,-1,1,"[('today', 'DATE')]"
OS stock very close to magic number 7 and holding see stabilization over 7.00 it will retest 7.50 break point - really like this one,1,1,"[('7', 'CARDINAL'), ('7.00', 'CARDINAL'), ('7.50', 'CARDINAL'), ('one', 'CARDINAL')]"
"DECK all on deck as the shorts scramble to cover - pop, pop boom!! uckly they don't wear ggs in Cyprus",1,1,"[('DECK', 'ORG'), ('uckly', 'PERSON'), ('Cyprus', 'GPE')]"
VHC still looking interesting.Trading within an ascending triangle pattern w resistance at 36.25  ,1,1,"[('VHC', 'ORG'), ('36.25', 'CARDINAL')]"
ooks like Cliffs is falling off a cliff right now. Geronimo!!!! CF,-1,-1,"[('ooks', 'PERSON'), ('Cliffs', 'ORG'), ('Geronimo', 'PERSON')]"
AAP How an Internet-trained Apple analyst lost tens of millions of other peoples' money  ,-1,-1,"[('Apple', 'ORG'), ('tens of millions', 'MONEY')]"
"Green Weekly Triangle on HEO,....pdating  ",-1,-1,"[('Green Weekly Triangle', 'ORG'), ('HEO,', 'ORG')]"
"GM, DA and TSA shorts all did well today in an up market.  Tell's me these were good choices to short.",-1,-1,"[('GM', 'ORG'), ('TSA', 'ORG'), ('today', 'DATE')]"
user: user AAP didn't rally 10 in 10 minutes just because it hit a buy target sorry Oh why did it then?,1,-1,"[('AAP', 'ORG'), ('10 in 10 minutes', 'TIME')]"
"ed Weekly Triangle on CTIC,....Net Profit  675.00 (3.88%),...gly waiting more than 3 months  ",-1,-1,"[('Weekly Triangle', 'ORG'), ('675.00', 'CARDINAL'), ('more than 3 months', 'DATE')]"
"PAY is on the run, short covering in action, now waiting for small down to enter...I'm always late!",1,-1,[]
"GMX took some off 3.75, 3.90 next tgt",1,1,"[('GMX', 'ORG'), ('3.75', 'CARDINAL'), ('3.90', 'CARDINAL')]"
AMZN FB your pick for higher prices this week. Both breaking out with considerable volume.,1,1,"[('AMZN FB', 'ORG'), ('this week', 'DATE')]"
"My call for the week AA, WFC, APO, MON",1,-1,"[('the week AA', 'DATE'), ('WFC', 'ORG'), ('APO', 'ORG'), ('MON', 'ORG')]"
"Consumer Inflation Likely Fell To Four-Month Low In March: Poll
https://t.co/VEzKWZInDZ",-1,-1,"[('Four-Month', 'DATE'), ('March', 'DATE'), ('https://t.co/VEzKWZInDZ', 'ORG')]"
adding to short on WYNN,-1,-1,"[('WYNN', 'ORG')]"
HD - patience always pays off. Broke out to new highs   ,1,1,[]
HSNI has missed the expectations: 4Q2012 EPS diluted is 1 vs 1.04 consensus vs 1.06 whisper,-1,1,"[('4Q2012', 'CARDINAL'), ('1', 'CARDINAL'), ('1.04', 'CARDINAL'), ('1.06', 'CARDINAL')]"
added APP,1,1,"[('APP', 'ORG')]"
BAC Indtitutional buy  11.30 large Block,1,1,"[('Indtitutional', 'NORP'), ('11.30', 'CARDINAL')]"
Ford will perform well due to Hurricane Sandy's destruction. F Palladium will do well PA Banks are a buy picks are BAC C SAN GS,1,1,"[('Ford', 'ORG'), (""Hurricane Sandy's"", 'EVENT'), ('F Palladium', 'ORG'), ('PA Banks', 'ORG'), ('BAC C SAN GS', 'ORG')]"
user You're Wrong I was long BAC till Yesterday. I think you are falling in love with Stock instead of making  ;-),-1,-1,"[('BAC', 'ORG'), ('Yesterday', 'DATE')]"
"GOOG short, moving slower than I expected, covered a little more here around 807.50, 809.20 stop now",-1,-1,"[('GOOG', 'ORG'), ('807.50', 'CARDINAL'), ('809.20', 'CARDINAL')]"
AXTI Momentum picking up w/ MACD climbing/SI rising.OBV indicator made a new higher high this week  ,1,1,"[('AXTI Momentum', 'ORG'), ('OBV', 'ORG'), ('this week', 'DATE')]"
"Congress has offered to delay the implementation of new loan-accounting rules for U.S. banks, but banks have good râ€¦ https://t.co/6mKibJZ6d0",-1,-1,"[('Congress', 'ORG'), ('U.S.', 'GPE')]"
"Consumer inflation eases to 5.91% in March, lowest in 4 months",1,-1,"[('5.91%', 'PERCENT'), ('March', 'DATE'), ('4 months', 'DATE')]"
long some MENT I like the Cup and Handle pattern. Earnings aren't till late Feb.  ,1,1,"[('the Cup and Handle', 'EVENT'), ('late Feb.', 'DATE')]"
CEG possible ONG today if you want to play the JPMOGAN BIOtech conference.,1,1,"[('CEG', 'ORG'), ('ONG', 'ORG'), ('today', 'DATE'), ('BIOtech', 'ORG')]"
AAP appears to be dragging down QQQ and SPY #stockaction,-1,-1,"[('AAP', 'ORG')]"
ENOC good start like it over 17,1,1,"[('ENOC', 'WORK_OF_ART'), ('17', 'CARDINAL')]"
DECK short 38.10 bear flag working,-1,-1,"[('DECK', 'ORG'), ('38.10', 'CARDINAL')]"
user: NG long setup   ,1,1,"[('NG', 'ORG')]"
New Sony pre-owned block tech patent unearthed SNE ... 50% of GME profits from pre owned ..last one out turn off the lights,-1,1,"[('Sony', 'ORG'), ('50%', 'PERCENT'), ('GME', 'ORG'), ('one', 'CARDINAL')]"
KO made with sugar is sold at local COST. Consumers prefer that in CA.  user-Cola should make shift nationwide. I'm bullish SB_F SPY,1,1,"[('KO', 'PERSON'), ('CA', 'GPE'), ('Cola', 'ORG')]"
Property Bets Lose Curb Appeal in the Age of Coronavirus https://t.co/Tm7wZjfBJf,-1,-1,"[('the Age of Coronavirus https://t.co/Tm7wZjfBJf', 'ORG')]"
SPY Dismal volume today. It appears everyone's waiting for AAP to release earnings before they take a position.,-1,1,"[('today', 'DATE'), ('AAP', 'ORG')]"
"QCOM looking good here for a long, yesterday's close as stop",1,1,"[('QCOM', 'ORG'), ('yesterday', 'DATE')]"
PAN went hard in the paint this week. TSA on a comback too. I put my allowance money there.,1,1,"[('PAN', 'ORG'), ('this week', 'DATE'), ('TSA', 'ORG')]"
CSPI buying in new nano cap folio.,1,1,"[('CSPI', 'ORG')]"
BAC WFC in the hole finally.,-1,-1,"[('BAC WFC', 'PRODUCT')]"
CAI 4.94 will be the bitch slap.and tank.,-1,-1,"[('CAI', 'ORG'), ('4.94', 'CARDINAL')]"
NFX looking good so far on hourly. ooking for it to pull in to the 20 ema hrly at 170 maybe more  ,-1,-1,"[('NFX', 'ORG'), ('hourly', 'TIME'), ('20', 'CARDINAL'), ('ema', 'ORG'), ('170', 'CARDINAL')]"
Today's Watchlist for ONG Stocks: TIBX; HN; SNFCA; ECT; BBY; NIHD  #stocks #trading,1,1,"[('Today', 'DATE'), ('ONG', 'ORG'), ('TIBX', 'NORP'), ('HN', 'ORG'), ('ECT', 'ORG'), ('BBY', 'ORG'), ('NIHD', 'ORG'), ('#', 'CARDINAL'), ('#', 'CARDINAL')]"
AAP has come so far that the gap fill at 425 fits the Eiffel tower analogy. Need 2 search Eiffel on my site if  don't know what it is?,-1,1,"[('AAP', 'ORG'), ('425', 'CARDINAL'), ('Eiffel', 'FAC'), ('2', 'CARDINAL'), ('Eiffel', 'FAC')]"
MSG - beautiful to see all these highs  ,1,1,[]
GOOG and AMZN calls are on my watch list for a day trade.  Taking a break from AAP,1,1,"[('GOOG', 'ORG'), ('AMZN', 'ORG'), ('day', 'DATE'), ('AAP', 'ORG')]"
"V still taking a breather, still above first support, good place to add  ",1,1,"[('first', 'ORDINAL')]"
"Coronavirus Crisis: Fitch Lowers 2020-21 India Growth Forecast To 5.1%
https://t.co/EvQBt1DCZ8",-1,-1,"[('Fitch Lowers', 'ORG'), ('India Growth Forecast To', 'EVENT'), ('5.1%', 'PERCENT')]"
"Many companies are looking to suspend, delay or shrink their contributions to employeesâ€™ 401(k) accounts to conservâ€¦ https://t.co/9HMd1DpFvF",-1,1,[]
DDD dipping in long here - oversold on split adn earnings confusion,1,1,"[('DDD', 'ORG')]"
CAT FED going to buy Tractors too??? I don't think so! Should be down 4-5% today imo!,-1,-1,"[('CAT FED', 'ORG'), ('Tractors', 'ORG'), ('4-5%', 'PERCENT'), ('today', 'DATE')]"
OWE STOP in FMD to 5.26 20ma.,-1,1,"[('OWE STOP', 'ORG'), ('FMD', 'ORG'), ('5.26', 'CARDINAL')]"
AAP what is the value in 450 share? other than keeping it a plaything of the ultra rich (and those of us who like to play in their pool?),1,-1,"[('AAP', 'ORG'), ('450', 'CARDINAL')]"
BCN Higher volume often indicates reversal points.Technicals/saying the stock is about to take off  ,1,1,"[('BCN Higher', 'ORG')]"
"V is now one of my longest growth stock holdings, ever (19 months and counting)...",1,1,"[('one', 'CARDINAL'), ('19 months', 'DATE')]"
user On any significant Vol over 11.30 in BAC it's a good Entry IMHO.,1,1,"[('11.30', 'CARDINAL')]"
good end of day volume coming into DECK and MAKO,1,1,"[('DECK', 'ORG'), ('MAKO', 'ORG')]"
CSOD long idea  ,1,1,[]
GMX BINGO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,-1,-1,"[('GMX BINGO!!', 'ORG')]"
"SWHC still holding all my shares bought at 7.69. Have June10 Calls that are playing well too. Sold my MA9s yesterday, too soon.",1,1,"[('SWHC', 'ORG'), ('7.69', 'CARDINAL'), ('yesterday', 'DATE')]"
ABT Bullish /T Setup - Breaking from a 14 year base:  ,1,1,"[('ABT Bullish /T', 'ORG'), ('14 year', 'DATE')]"
APO Q1 2013 operational cash flow 210 million. a 90million decline vs. 2012 Q1.  30% decline,-1,-1,"[('Q1 2013', 'DATE'), ('210 million', 'CARDINAL'), ('90million', 'CARDINAL'), ('2012 Q1', 'DATE'), ('30%', 'PERCENT')]"
A ot of New Additions to the Short Watch-ist | EBAY AIA BBVA at the top of the list  ,-1,-1,"[('the Short Watch-ist | EBAY', 'ORG'), ('BBVA', 'ORG')]"
"VTX option trader buys 3,700 put spreads in April 48 and 42 strikes. Could be big bet on down move or stock hedge",-1,-1,"[('VTX', 'ORG'), ('3,700', 'CARDINAL'), ('April 48', 'DATE'), ('42', 'CARDINAL')]"
AAP Support at 442ish and then gap fill below.   ,-1,-1,[]
BAC In a 11.97 for a trade,1,1,"[('11.97', 'CARDINAL')]"
FEIC is approaching new all-time highs,1,1,"[('FEIC', 'ORG')]"
"Admittedly more a commentary on digital media than just Yahoo, but here why YHOO is set to crash and burn from here.  ",-1,1,"[('Yahoo', 'ORG'), ('YHOO', 'ORG')]"
 PCN doulble top at key fib retracement weekly....time to exit ...,-1,-1,"[('PCN doulble', 'ORG'), ('weekly', 'DATE')]"
KS looks ugly to me. A close below 106 and its headed below 100.,-1,-1,"[('KS', 'GPE'), ('106', 'CARDINAL'), ('100', 'CARDINAL')]"
"CEG ooking to Add to, soon.",1,-1,"[('CEG', 'ORG')]"
Heard on the Street: Microsoft uses both intimidation and imitation against Zoom https://t.co/8R24awIr5H,-1,1,"[('Microsoft', 'ORG'), ('Zoom', 'PRODUCT')]"
"SD this is the ammo to help fire Tom Ward, was needed imho... unfortunately once again at the shareholders expense. NG SO",1,1,"[('Tom Ward', 'PERSON'), ('NG', 'ORG')]"
"GMC really like how this one continues to hold up so well, volume on the up days  ",1,1,"[('GMC', 'ORG'), ('the up days', 'DATE')]"
V - watching this channel closely.  Already at 11% vol. Slightly above average.   ,1,1,"[('11%', 'PERCENT')]"
"APA good short and risk reward. As long as it stays under 75.50, it will be great.",-1,-1,"[('75.50', 'MONEY')]"
KBH tried short on Friday 18.25 tested 18 then came back 18.25 then 18.55 when comes back 18.33 I'll short attempt #2 break 18 target 16.50,-1,1,"[('KBH', 'ORG'), ('Friday 18.25', 'DATE'), ('18', 'CARDINAL'), ('18.25', 'CARDINAL'), ('18.55', 'CARDINAL'), ('18.33', 'CARDINAL'), ('2', 'MONEY'), ('18', 'CARDINAL'), ('16.50', 'CARDINAL')]"
user  I think the same aapl. Iphone lost the wow factor.,-1,-1,[]
NTI turned away by 50ema  ,-1,1,"[('NTI', 'ORG'), ('50ema', 'CARDINAL')]"
"A quiet Carl Icahn = Bullish.  NFX shorts should be paranoid on every close as they will get acquired.  Think aapl, msft, amzn, fb",1,-1,"[('Carl Icahn', 'PERSON'), ('NFX', 'PERSON')]"
NVDA not working so far still holding though.,1,-1,"[('NVDA', 'ORG')]"
Covered 1/3  45.90 DKS.,-1,-1,"[('1/3', 'CARDINAL'), ('45.90', 'CARDINAL'), ('DKS', 'ORG')]"
NG bearish action today looking like a top as nat gas jumps.,-1,-1,"[('NG', 'ORG'), ('today', 'DATE'), ('nat', 'ORG')]"
FAF looks good. Pivot range 24.87 to 26.11  Volume +76% today. See if close and/or get over days highs at 25.60.,1,1,"[('FAF', 'PERSON'), ('24.87', 'CARDINAL'), ('26.11', 'CARDINAL'), ('+76%', 'PERCENT'), ('today', 'DATE'), ('days', 'DATE'), ('25.60', 'CARDINAL')]"
NS Perfect day for a reversal candle on the dailies.,-1,-1,[]
MSFT Breaking out of solid consolidation and accumulation. I've outlined 3 areas of strength in Microsoft  ,1,1,"[('3', 'CARDINAL'), ('Microsoft', 'ORG')]"
AMZN remember holding 269.5 is very important for break out continuation. Watch it. I'm long and will add on break of yesterdays high.,1,1,"[('AMZN', 'ORG'), ('269.5', 'CARDINAL')]"
"Sensex Ends 173 Points Lower, Nifty Settles At 8,749 As Coronavirus Fears Linger
https://t.co/QGIFjWEwyH",-1,-1,"[('173', 'CARDINAL'), ('8,749', 'CARDINAL')]"
GMC 37 next target on Bailing VOME in next week.,-1,-1,"[('GMC', 'ORG'), ('37', 'CARDINAL'), ('Bailing VOME', 'ORG'), ('next week', 'DATE')]"
MAS from watch list broke out of flag today- now also at top line on volume of 11% of full day ave  ,1,1,"[('MAS', 'ORG'), ('11%', 'PERCENT')]"
"user: my year tgt is 270 next year 60 That is funny because unless AAP raises their div, their cash balance will be 200B 2014",1,-1,"[('270', 'CARDINAL'), ('next year', 'DATE'), ('AAP', 'ORG'), ('2014', 'DATE')]"
GOOG stock will never see 820 again wouldn't be suprised if every insider sold here above 800 - wouldn't you - oh my thats alot ,-1,1,"[('GOOG', 'ORG'), ('820', 'CARDINAL')]"
"RT @djtgallagher: WFH was going to be a very short-lived boost for PC sales, but even that didn't happen. Now,  a major recession ahead wilâ€¦",-1,-1,"[('RT @djtgallagher', 'ORG'), ('WFH', 'ORG')]"
"Mall and shopping-center owners are compiling a blacklist of large, usually financially stable tenants that havenâ€™tâ€¦ https://t.co/qgBnOqRKdg",-1,1,"[('Mall', 'FAC'), ('™', 'ORG')]"
MHP MCO SPX SPY #CNBC  reports that Justice is seeking 5B+ from S&P for mortgage ratings in civil case/no criminal charges to date.,-1,-1,"[('MHP', 'ORG'), ('CNBC', 'ORG'), ('Justice', 'ORG'), ('5B+', 'CARDINAL'), ('S&P', 'ORG')]"
user u didn't miss it if it is still going lower :) MCP,-1,1,"[('MCP', 'ORG')]"
"Rupee Edges Higher To 75.51 Against Dollar
https://t.co/W88Y89rySY",-1,-1,"[('75.51', 'CARDINAL')]"
BAC wait for it to setup again. ooks like it will retest 10.66 for sure.,-1,-1,"[('ooks', 'PERSON'), ('10.66', 'CARDINAL')]"
S is approaching the breakout price of 6,1,1,"[('6', 'CARDINAL')]"
MHK > I meant to say TD Buy Setup nderway?,-1,1,"[('TD Buy Setup', 'ORG')]"
NVDA MACD indicating that the current short term price trend is bullish.Breakout watch over 12.85  ,1,1,"[('NVDA', 'ORG'), ('12.85', 'CARDINAL')]"
SK G SKHEADS,1,1,[]
Song for AAP bulls  ,-1,1,[]
Why These 4 Biotechs Could Be Next In ine To See Their Share Prices ise  AMBS.OB CHTP MACK PPHM,1,-1,"[('4', 'CARDINAL'), ('Biotechs', 'PERSON'), ('ine To See Their Share Prices', 'ORG'), ('CHTP MACK', 'ORG')]"
"ssys website investor relation page uses morningstar stats to quote mkt cap. MON Statistics are wrong. there r more shares out, way more",-1,-1,"[('ssys', 'ORG'), ('mkt', 'ORG'), ('MON Statistics', 'ORG')]"
"FAF new highs, still holding. Needs volume here.",1,1,"[('FAF', 'ORG')]"
Pre-Market osers: DDD DDS DEO DST PSO VXX FXY GSK IO NGG,-1,1,"[('DDD DDS DEO', 'ORG'), ('DST PSO', 'ORG'), ('FXY GSK IO NGG', 'ORG')]"
GEVO broke out of its 50-day SMA and surged considerably higher amidst impressive buying pressure  ,1,1,"[('GEVO', 'ORG'), ('50-day', 'DATE')]"
"  We explain in the Jan 24th aapl video how not to be gaffed by the operators,...fish hooks...aapl might be great co , but broken sto",-1,1,"[('the Jan 24th', 'DATE'), ('gaffed', 'NORP'), ('operators,', 'ORG')]"
"SoftBank To Raise $41 Billion To Expand Share Buyback, Cut Debt
https://t.co/zOM9uhrFZz",1,-1,"[('SoftBank To Raise', 'ORG'), ('$41 Billion', 'MONEY')]"
AMK a bear flag to keep an eye on for anyone interested in a short  ,-1,-1,"[('AMK', 'ORG')]"
GPO on watch list at the line with volume of 75% of average full day   ,1,1,"[('GPO', 'ORG'), ('75%', 'PERCENT')]"
"BAC Big Boy, Buy Big Block under... on 2 ;-)",1,1,"[('2', 'CARDINAL')]"
"OABC - ong  16.55. Trailing Stop  23.59 from 10 prior Stops of 23.08, 22.80, 21.16, 20.18, ... 16.74, 15.90 & 15.25  ",1,1,"[('OABC - ong', 'ORG'), ('16.55', 'CARDINAL'), ('23.59', 'CARDINAL'), ('10', 'CARDINAL'), ('23.08', 'CARDINAL'), ('22.80', 'CARDINAL'), ('21.16', 'CARDINAL'), ('20.18', 'CARDINAL'), ('16.74', 'CARDINAL'), ('15.90', 'CARDINAL'), ('15.25', 'CARDINAL')]"
GOOG lookin good,1,1,"[('GOOG', 'ORG')]"
"AAP sending a reminder to NOK,",-1,-1,"[('AAP', 'ORG')]"
"DEXO has this inverse h+s, bounced off fib, -longer term W bottom..",1,1,"[('DEXO', 'ORG')]"
GOOG looks heavy but volume is drying. eal selling pressure comes with above average volume.,-1,-1,"[('GOOG', 'ORG'), ('eal', 'ORG')]"
"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",1,1,"[('The day', 'DATE'), ('42', 'CARDINAL'), ('IPO', 'ORG'), ('39', 'CARDINAL')]"
FIE - Decending Triangle w/ possible bear flag last week. Open gap at 36.38.   ,-1,-1,"[('FIE - Decending Triangle', 'ORG'), ('last week', 'DATE'), ('36.38', 'CARDINAL')]"
Will short 300 shares of PXD at the open for a #BearishBuck.,-1,-1,"[('300', 'CARDINAL'), ('PXD', 'ORG'), ('BearishBuck', 'PRODUCT')]"
Holding up nicely in a weak tape. Someone is buying today. I think AXTI might see 3.2 to 3.4 this month IMO the buyback plan worth 6M,1,1,"[('today', 'DATE'), ('AXTI', 'PERSON'), ('3.2 to 3.4', 'CARDINAL'), ('this month', 'DATE'), ('6', 'CARDINAL')]"
BAC New High Of Day :),1,1,[]
RBI will continue to be vigilant and take steps necessary to mitigate impact of coronavirus: Governor Shaktikanta Das,1,1,"[('RBI', 'ORG'), ('Shaktikanta Das', 'PERSON')]"
EXH from watch list just over line on volume of 13% of average full day   ,1,1,"[('EXH', 'ORG'), ('13%', 'PERCENT')]"
"Sensex, Nifty End Volatile Session On A Flat Note
https://t.co/bCXcTD72dd",-1,-1,
"NFX Netflix, Inc. (NFX) Increased Debt Causes Concern [EPOT]  ",-1,-1,"[('NFX Netflix, Inc.', 'ORG'), ('EPOT', 'PERSON')]"
"Vistara Calls For Mandatory Leave Without Pay For 3 Days For Senior Employees
https://t.co/EWaWzu721b",-1,-1,"[('Vistara Calls For Mandatory Leave Without Pay For', 'ORG'), ('3 Days', 'DATE')]"
"Some math HHC sold 206 condo units in 29 hours in Hawaii in Dec. Avg 1100 sqft, avg 1,500 sqft/condo (1.65M /unit) (own 25% of project)",1,1,"[('HHC', 'ORG'), ('206', 'CARDINAL'), ('29 hours', 'TIME'), ('Hawaii', 'GPE'), ('Dec. Avg 1100', 'DATE'), ('1,500', 'CARDINAL'), ('1.65', 'CARDINAL'), ('25%', 'PERCENT')]"
"user: AX looks good for higher prices, gapped above base and held, updated 30 min view:  ",1,1,"[('AX', 'ORG'), ('30 min', 'TIME')]"
"The cannabis sector must stay short of cash, but not too short, for property company IIP to maintain its edge durinâ€¦ https://t.co/BQKvuhBJIX",1,-1,"[('IIP', 'ORG')]"
CAT grabbed some otto 82.50 puts! Could be a breakdown! .02 - .04!,-1,-1,"[('CAT', 'ORG'), ('82.50', 'CARDINAL'), ('.02 - .04', 'PRODUCT')]"
CSOD Blue Sky Breakout today:  ,1,1,"[('Blue Sky Breakout', 'PRODUCT'), ('today', 'DATE')]"
"Financial Markets Shut For Mahavir Jayanti Holiday
https://t.co/nMf0ueLc9e",-1,-1,[]
SBX breaking down from ascending channel. 54.57 gap close  ,-1,-1,"[('54.57', 'CARDINAL')]"
HES the latest target of increasing energy-focused activist investing. Investors can cash in. OXY  ,1,1,"[('HES', 'ORG')]"
